"","Proveedor","Rut_RBD","Id_Reg","Id_Prov","Id_Com","Región","Provincia","Comuna","Raz_Soc","Dirección","Fono","Mail","Web","SIGLA_SEDE","Tipo_Insti","Clas_CFT_I","Area","Dependenci","Rut_Sost","Sostenedor","Niv_Ens","Esp_concat","Sigla","Nom_Establ","Coor_OTEC","Fono_OTEC","Enc_Establ","Fono_Estab","Clas_Prove","Cla_Ot_RN","Cla_Ot_RE","Cla_cft_IP","Cla_LTP","LAT_Y_2018","LON_X_2018","F36","OBJECTID","geometry"
"50","Liceos Técnicos Profesionales","22012",10,101,10106,"Los Lagos","Llanquihue","Los Muermos","Liceo Punta De Rieles","Blanco Encalada 199","652 211 454","lprieles@gmail.com"," "," "," "," ","URBANO","Municipal","69220800","Ilustre Municipalidad De Los Muermos","Med H-C/Med TP comer/Med TP Agríc","Administración- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-41.397341,-73.458956," ",528,c(-73.4589559999194, -41.3973409995874)
"51","Liceos Técnicos Profesionales","22553",10,101,10101,"Los Lagos","Llanquihue","Puerto Montt","Instituto Técnico Forjadores De Alerce","3º Transversal   Alerce Sur S/N","652 971 541","indualerce@liceos.dempuertomontt.cl"," "," "," "," ","URBANO","Municipal","69220100","Ilustre Municipalidad De Puerto Montt","Básica/Int. Escolar/Med H-C/Med TP indust/Med TP Tecn","Construcciones Metálicas- Mecánica Automotriz- Electrónica- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-41.389702,-72.906618," ",529,c(-72.9066182898022, -41.3897021896044)
"52","Liceos Técnicos Profesionales","7743",10,101,10109,"Los Lagos","Llanquihue","Puerto Varas","Colegio Felmer Niklitschek","Federico Errazuriz 1299","652 232 562","sorvitorina@gmail.com","www.cfelmer.cl"," "," "," ","URBANO","Particular Subvencionado","70021870","Congregacion De Las Religiosas Franciscanas Misioneras Del Sagrado Corazon","Parv./Básica/Med H-C/Med TP comer","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-41.329433,-72.968395," ",530,c(-72.9683950198143, -41.3294334302086)
"53","Liceos Técnicos Profesionales","7722",10,101,10109,"Los Lagos","Llanquihue","Puerto Varas","Colegio Rosita Novaro De Novaro Puerto Varas","Del Puente 650","652 232 487","colegio.rositanovaro@ptovaras.cl","rositanovaro.weebly.com"," "," "," ","URBANO","Municipal","69220200","Ilustre Municipalidad De Puerto Varas","Parv./Básica/Med H-C/Med TP comer","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-41.325922,-72.974335," ",531,c(-72.9743354700059, -41.3259223501363)
"54","Liceos Técnicos Profesionales","7720",10,101,10109,"Los Lagos","Llanquihue","Puerto Varas","Liceo Pedro Aguirre Cerda","Imperial Esquina Del Rosario S/N, Frente A Iglesia Mormona","652 232 205","info@liceopac.cl","www.liceopac.cl"," "," "," ","URBANO","Municipal","69220200","Ilustre Municipalidad De Puerto Varas","Med H-C/Med H-C Adul/Med TP comer/Med TP Tecn","Contabilidad- Servicio de Turismo"," "," "," "," "," "," ",3," "," ",0,"1",-41.320543,-72.981339," ",532,c(-72.9813394395634, -41.3205428403797)
"55","Liceos Técnicos Profesionales","22478",10,101,10109,"Los Lagos","Llanquihue","Puerto Varas","Colegio Politecnico Degli Monti","Colonia Rio Sur, Km. 12,2 S/N","652 330 403","colegiodeglimonti@gmail.com"," "," "," "," ","RURAL","Particular Subvencionado","76530740","Educadora Del Sur Limitada","Básica/Med H-C/Med TP Tecn","Gastronomía- Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-41.316265,-72.69339," ",533,c(-72.6933895398953, -41.3162649695527)
"56","Liceos Técnicos Profesionales","7956",10,101,10107,"Los Lagos","Llanquihue","Llanquihue","Liceo Politecnico Holanda","Avenida Los Volcanes 650","652 243 980","lph7956@daemllanquihue.cl","daemllanquihue.cl"," "," "," ","URBANO","Municipal","69220301","Ilustre Municipalidad De Llanquihue","Med H-C/Med TP comer/Med TP Tecn","Elaboración Industrial de Alimentos- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-41.269317,-72.997753," ",534,c(-72.9977530004006, -41.2693169997797)
"57","Liceos Técnicos Profesionales","7941",10,101,10104,"Los Lagos","Llanquihue","Fresia","Liceo Carlos Ibañez Del Campo","Bernardo Ohiggins 210","652 441 690","liceocarlosibanez@gmail.com","www.liceocic.cl"," "," "," ","URBANO","Municipal","69220401","Ilustre Municipalidad De Fresia","Int. Escolar/Med H-C/Med TP comer/Med TP Agríc","Administración- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-41.153129,-73.416946," ",535,c(-73.416945790216, -41.1531292103447)
"58","Liceos Técnicos Profesionales","7973",10,101,10105,"Los Lagos","Llanquihue","Frutillar","Liceo Industrial Chileno-Aleman","Avenida Alemania 400","652 421 216","lica@surnet.cl","www.lichaf.cl"," "," "," ","URBANO","Municipal","69220700","Ilustre Municipalidad De Frutillar","Med TP indust","Construcciones Metálicas- Mecánica Automotriz- Mecánica Industrial- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-41.131918,-73.031483," ",536,c(-73.0314830000404, -41.1319180002155)
"59","Liceos Técnicos Profesionales","22022",10,101,10105,"Los Lagos","Llanquihue","Frutillar","Liceo Ignacio Carrera Pinto","Avda. Alessandri 750","652 421 518","icpfrutillar@gmail.com","www.icpfrutillar.cl"," "," "," ","URBANO","Municipal","69220700","Ilustre Municipalidad De Frutillar","Med H-C/Med H-C Adul/Med TP comer/Med TP Tecn","Administración- Gastronomía"," "," "," "," "," "," ",3," "," ",0,"1",-41.129306,-73.059918," ",537,c(-73.0599180001156, -41.1293060002716)
"60","Liceos Técnicos Profesionales","22050",10,103,10302,"Los Lagos","Osorno","Puerto Octay","Liceo Benjamin Muñoz Gamero","Avenida Muñoz Gamero 411","642 391 357","liceobmg@gmail.com"," "," "," "," ","URBANO","Municipal","69210400","Ilustre Municipalidad De Puerto Octay","Med H-C/Med TP Tecn","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-40.974122,-72.881914," ",538,c(-72.8819144401992, -40.974121839751)
"61","Liceos Técnicos Profesionales","7505",10,103,10303,"Los Lagos","Osorno","Purranque","Liceo Tomas Burgos","Anibal Pinto 735","642 351 149","ltburgos01@hotmail.com"," "," "," "," ","URBANO","Municipal","69210500","I. Municipalidad De Purranque","Med H-C/Med TP comer/Med TP Tecn","Administración- Elaboración Industrial de Alimentos"," "," "," "," "," "," ",3," "," ",0,"1",-40.91863,-73.156482," ",539,c(-73.1564818999197, -40.9186296396461)
"62","Liceos Técnicos Profesionales","7544",10,103,10305,"Los Lagos","Osorno","Río Negro","Colegio Riachuelo","MANUEL BALMACEDA 490","642 566 674","colegioriachuelo@rionegrochile.cl"," "," "," "," ","URBANO","Municipal","69210301","Ilustre Municipalidad De Rio Negro","Parv./Básica/Med H-C/Med TP comer","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-40.822659,-73.334837," ",540,c(-73.3348369400727, -40.8226588103558)
"63","Liceos Técnicos Profesionales","7542",10,103,10305,"Los Lagos","Osorno","Río Negro","Liceo Jose Toribio Medina","Av. Padre Alberto Hurtado, Ex Bulnes S/N","642 362 242","liceojtm@gmail.com","www.liceojtm.blogspot.com"," "," "," ","URBANO","Municipal","69210301","Ilustre Municipalidad De Rio Negro","Med H-C/Med H-C Adul/Med TP indust","Construcción"," "," "," "," "," "," ",3," "," ",0,"1",-40.79003,-73.213389," ",541,c(-73.213389060057, -40.7900298803746)
"64","Liceos Técnicos Profesionales","7578",10,103,10305,"Los Lagos","Osorno","Río Negro","Liceo Agricola `Vista Hermosa`","Valparaiso Final S/N","642 361 312","rionegro.direccion@snaeduca.cl"," "," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","65044735","Corporación Educacional De La Sociedad Nacional De Agricultura  Fg-Sna Educa","Med TP Agríc","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-40.784877,-73.215918," ",542,c(-73.2159179500533, -40.7848765501126)
"65","Liceos Técnicos Profesionales","22021",10,103,10304,"Los Lagos","Osorno","Puyehue","Liceo Las Americas","Manuel Rodriguez 217","642 218 352","jgarces_latorre@hotmail.com"," "," "," "," ","URBANO","Municipal","69210600","Ilustre Municipalidad De Puyehue","Med H-C/Med H-C Adul/Med TP Tecn","Servicios de Hotelería"," "," "," "," "," "," ",3," "," ",0,"1",-40.683344,-72.59963," ",543,c(-72.5996302199587, -40.6833438699236)
"66","Liceos Técnicos Profesionales","7470",10,103,10304,"Los Lagos","Osorno","Puyehue","Liceo Tecnico Profesional People Help People Señor Walter Kaufmann Bauer","Ruta 215 Km. 43 Pilmaiquen S/N","642 371 378","pilmaiquen.direccion@snaeduca.cl"," "," "," "," ","RURAL","Particular Subvencionado","65044735","Corporación Educacional De La Sociedad Nacional De Agricultura  Fg-Sna Educa","Med TP Tecn/Med TP Agríc","Gastronomía- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-40.639924,-72.655225," ",544,c(-72.6552247404294, -40.6399241896496)
"67","Liceos Técnicos Profesionales","22084",10,103,10306,"Los Lagos","Osorno","San Juan de la Costa","Liceo Politecnico Antulafken","Avda. Nueva Norte Sur S/N","642 975 462","antulafkendireccion@gmail.com"," "," "," "," ","RURAL","Municipal","69251800","I. Municipalidad De San Juan De La Costa","Med TP Tecn/Med TP Agríc","Servicio de Turismo- Forestal"," "," "," "," "," "," ",3," "," ",0,"1",-40.605785,-73.468359," ",545,c(-73.4683587698413, -40.6057851001023)
"68","Liceos Técnicos Profesionales","22564",10,103,10301,"Los Lagos","Osorno","Osorno","Liceo Tecnico Adolfo Matthei","Avenida Rene Soriano 2615","642 226 940","direccion@liceomatthei.cl"," "," "," "," ","URBANO","Particular Subvencionado","99572280","Sociedad Educacional Adolfo Matthei S.A.","Básica/Med H-C/Med TP Agríc","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-40.585608,-73.10639," ",546,c(-73.1063904596519, -40.5856080401788)
"69","Liceos Técnicos Profesionales","7326",10,103,10301,"Los Lagos","Osorno","Osorno","Liceo Industrial Osorno","Guillermo Hollstein 125","642 232 709","liceoindustrial@imo.cl","www.liceoindustrialosorno.cl"," "," "," ","URBANO","Municipal","69210100","Ilustre Municipalidad De Osorno","Med TP indust","Instalaciones Sanitarias- Mecánica Automotriz- Mecánica Industrial- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-40.580111,-73.101672," ",547,c(-73.1016719596931, -40.5801105195848)
"70","Liceos Técnicos Profesionales","7328",10,103,10301,"Los Lagos","Osorno","Osorno","Liceo Rahue","Av. Pacifico 1360","642 234 744","liceorahue@imo.cl","www.daemosorno.cl"," "," "," ","URBANO","Municipal","69210100","Ilustre Municipalidad De Osorno","Med H-C/Med TP comer/Med TP Tecn","Administración- Elaboración Industrial de Alimentos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-40.577221,-73.163764," ",548,c(-73.1637644803465, -40.5772206102429)
"71","Liceos Técnicos Profesionales","22270",10,103,10301,"Los Lagos","Osorno","Osorno","Colegio De Niñas Nuestra Señora De Lourdes","Lord Cochrane 784","642 240 355","cnslourdes@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","76129036","Serv Educ Cecilia Jacq Alvarez Lucero Eirl","Med H-C/Med TP Tecn","Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-40.5756,-73.13287," ",549,c(-73.1328699603803, -40.5756002297667)
"72","Liceos Técnicos Profesionales","22191",10,103,10301,"Los Lagos","Osorno","Osorno","Colegio Emprender Osorno","Av. Republica 1396","642 253 990","contactoosorno@emprender.cl"," "," "," "," ","RURAL","Particular Subvencionado","72684200","Corporacion Educacional Y Cultural Emprender","Parv./Básica/Bas. Adul. Con Oficios/Med H-C/Med H-C Adul/Med TP indust","Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-40.573466,-73.165724," ",550,c(-73.1657237496513, -40.5734656700046)
"73","Liceos Técnicos Profesionales","7331",10,103,10301,"Los Lagos","Osorno","Osorno","Instituto Comercial De Osorno","Los Carrera 718","642 319 774","marioalvarezcastro@gmail.com","www.institutocomercialdeosorno.cl"," "," "," ","URBANO","Municipal","69210100","Ilustre Municipalidad De Osorno","Med TP comer","Contabilidad- Administración- Programación- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-40.571576,-73.13822," ",551,c(-73.1382200497155, -40.5715757402282)
"74","Liceos Técnicos Profesionales","22397",10,103,10301,"Los Lagos","Osorno","Osorno","Colegio Tecnico Profesional Santa Teresa De Los Andes","Baquedano 804","642 203 400","stateresaosorno@gmail.com","www.staosorno.tk"," "," "," ","URBANO","Particular Subvencionado","76109203","Soc.Sost.Establ.Educ.Godoy.Caceres.Ltda","Bas. Adul. Sin Oficios/Med H-C/Med H-C Adul/Med TP Tecn","Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-40.571068,-73.135472," ",552,c(-73.135471959863, -40.5710682599922)
"75","Liceos Técnicos Profesionales","22271",10,103,10301,"Los Lagos","Osorno","Osorno","Colegio Luis Pasteur","Freire 341","642 232 957","m1a9r6i0a@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","78642520","Sociedad Educacional Vicente Huidobro Ltda","Básica/Med H-C/Med TP Tecn","Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-40.570498,-73.132002," ",553,c(-73.1320017395886, -40.5704975798993)
"76","Liceos Técnicos Profesionales","22626",10,103,10301,"Los Lagos","Osorno","Osorno","Instituto Politecnico","Santa Maria 1701","642 233 241","institutopolitecnico@imo.cl","politecnicoosorno.cl"," "," "," ","URBANO","Municipal","69210100","Ilustre Municipalidad De Osorno","Med H-C/Med TP indust","Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-40.570202,-73.120862," ",554,c(-73.120862379695, -40.570202489853)
"77","Liceos Técnicos Profesionales","22436",10,103,10301,"Los Lagos","Osorno","Osorno","The Mission College","La Mision 2680","642 202 572","themissioncollege_2680@hotmail.com"," "," "," "," ","URBANO","Particular Subvencionado","65114972","The Mission College Corporación Educacional","Parv./Básica/Med H-C/Med TP comer/Med TP indust/Med TP Tecn","Administración- Electricidad- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-40.558505,-73.169912," ",555,c(-73.1699120803781, -40.5585046698546)
"78","Liceos Técnicos Profesionales","7614",10,103,10306,"Los Lagos","Osorno","San Juan de la Costa","Colegio Tecnico Profesional Mision San Juan De La Costa","Mision San Juan De La Costa S/N","642 612 520","colegiomisionsanjuan@gmail.com"," "," "," "," ","RURAL","Particular Subvencionado","73497000","Fundacion Misiones De La Costa","Parv./Básica/Med H-C/Med TP Tecn","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-40.489522,-73.404305," ",556,c(-73.4043051200852, -40.4895219501778)
"79","Liceos Técnicos Profesionales","22113",10,103,10307,"Los Lagos","Osorno","San Pablo","Liceo Fray Pablo De Royo","Colon 510","642 381 304","fproyo@gmail.com"," "," "," "," ","URBANO","Municipal","69210201","Ilustre Municipalidad De San Pablo","Med H-C/Med TP Tecn/Med TP Agríc","Atención de Enfermería- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-40.412315,-73.011278," ",557,c(-73.0112780296573, -40.4123149996375)
"80","Liceos Técnicos Profesionales","7441",10,103,10307,"Los Lagos","Osorno","San Pablo","Colegio Quilacahuin","Mision Quilacahuin S/N","642 974 327","colegiofq@hotmail.com"," "," "," "," ","RURAL","Particular Subvencionado","73497000","Fundacion Misiones De La Costa","Básica/Med TP Agríc","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-40.375852,-73.261368," ",558,c(-73.2613675000101, -40.3758519198302)
"81","Liceos Técnicos Profesionales","22755",14,142,14204,"Los Rios","Ranco","Río Bueno","Liceo Tco. Prof. De Rio Bueno","Avda Los Laureles 1400","642 342 222","direccion@riobuenotp.cl","www.riobuenotp.cl"," "," "," ","URBANO","Municipal","69201000","Ilustre Municipalidad De Rio Bueno","Med TP comer/Med TP indust/Med TP Tecn/Med TP Agríc","Administración- Refrigeración y Climatización- Mecánica Automotriz- Servicio de Turismo- Forestal"," "," "," "," "," "," ",3," "," ",0,"1",-40.341471,-72.94368," ",559,c(-72.9436797299355, -40.3414708299148)
"82","Liceos Técnicos Profesionales","22758",14,142,14203,"Los Rios","Ranco","Lago Ranco","Complejo Educacional Ignao","Camino Principal  S/N Ignao","642 491 247","admision@ltpignao.cl"," "," "," "," ","RURAL","Municipal","69201100","Ilustre Municipalidad Lago Ranco","Parv./Básica/Int. Escolar/Med H-C/Med TP Tecn/Med TP Agríc","Servicios de Hotelería- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-40.334129,-72.556562," ",560,c(-72.5565621296385, -40.3341291298554)
"83","Liceos Técnicos Profesionales","22140",14,142,14201,"Los Rios","Ranco","La Unión","Liceo Ind.Ing.Ricardo Fenner R.","Sector San Javier Km. 07 S/N","642 321 871","i.launion.docencia@snaeduca.cl"," "," "," "," ","RURAL","Particular Subvencionado","65044735","Corporación Educacional De La Sociedad Nacional De Agricultura  Fg-Sna Educa","Básica/Med TP indust","Instalaciones Sanitarias- Construcción- Construcciones Metálicas- Mecánica Automotriz- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-40.312672,-73.000014," ",561,c(-73.0000140300234, -40.3126716601689)
"84","Liceos Técnicos Profesionales","22752",14,142,14201,"Los Rios","Ranco","La Unión","Liceo Politec.Werner Grob Stolzenbach","Sector San Javier Km.8 S/N","642 570 412","lupolitecnico.direccion@snaeduca.cl"," "," "," "," ","RURAL","Particular Subvencionado","65044735","Corporación Educacional De La Sociedad Nacional De Agricultura  Fg-Sna Educa","Básica/Med TP Tecn","Elaboración Industrial de Alimentos"," "," "," "," "," "," ",3," "," ",0,"1",-40.310537,-73.002358," ",562,c(-73.0023583098881, -40.3105371498695)
"85","Liceos Técnicos Profesionales","7129",14,142,14201,"Los Rios","Ranco","La Unión","Liceo Rector Abdon Andrade Coloma","Arturo Prat 369","642 322 437","liceoandrade@gmail.com","liceoraac.cl"," "," "," ","URBANO","Municipal","69200800","Ilustre Municipalidad De La Union","Básica/Med H-C/Med TP comer","Contabilidad- Administración- Conectividad y Redes"," "," "," "," "," "," ",3," "," ",0,"1",-40.298127,-73.083607," ",563,c(-73.0836068496764, -40.2981268599665)
"86","Liceos Técnicos Profesionales","7135",14,142,14201,"Los Rios","Ranco","La Unión","Colegio Tecnico Profesional N°1 Honorio Ojeda Valderas","Esmeralda 951","642 322 723","escuelauno@gmail.com"," "," "," "," ","URBANO","Municipal","69200800","Ilustre Municipalidad De La Union","Básica/Med H-C/Med TP indust/Med TP Tecn","Construcción- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-40.292338,-73.07942," ",564,c(-73.0794205001559, -40.2923383898048)
"87","Liceos Técnicos Profesionales","11591",14,142,14202,"Los Ríos","Ranco","Futrono","Liceo Rural Llifen","Camino A Llifen Km. 19 S/N","632 228 177","liceoruralllifen@gmail.com"," "," "," "," ","RURAL","Municipal","69200700","Ilustre Municipalidad De Futrono","Básica/Med H-C/Med TP indust/Med TP Tecn","Construcción- Servicio de Turismo- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-40.198137,-72.258697," ",565,c(-72.2586971297687, -40.1981365395696)
